blue_adc,blue_sup,red_adc,red_sup,games,blue_winrate
Yunara,Neeko,Caitlyn,Lux,1,1.0
Yunara,Neeko,Corki,Karma,1,0.0
Yunara,Neeko,Corki,Nautilus,1,0.0
Yunara,Neeko,Corki,Rakan,1,1.0
Yunara,Neeko,Ezreal,Alistar,1,1.0
Yunara,Neeko,Ezreal,Karma,1,1.0
Yunara,Neeko,Jhin,Bard,1,1.0
Yunara,Neeko,Kai'Sa,Bard,1,1.0
Yunara,Neeko,Kai'Sa,Rell,1,1.0
Yunara,Neeko,Lux,Karma,1,1.0
Yunara,Neeko,Miss Fortune,Nautilus,1,1.0
Yunara,Neeko,Senna,Nautilus,1,1.0
Yunara,Neeko,Sivir,Karma,1,1.0
Yunara,Neeko,Sivir,Leona,1,1.0
Yunara,Neeko,Sivir,Lulu,1,0.0
Yunara,Neeko,Smolder,Rakan,1,1.0
Yunara,Neeko,Smolder,Seraphine,1,0.0
Yunara,Neeko,Varus,Alistar,1,0.0
Yunara,Neeko,Varus,Bard,1,1.0
Yunara,Neeko,Varus,Nautilus,1,0.0
Yunara,Neeko,Varus,Rakan,1,1.0
Yunara,Neeko,Xayah,Rakan,1,1.0
Yunara,Nidalee,Corki,Nami,1,1.0
Yunara,Pantheon,Corki,Leona,1,1.0
Yunara,Poppy,Corki,Elise,1,0.0
Yunara,Poppy,Corki,Rell,1,1.0
Yunara,Poppy,Ezreal,Leona,1,1.0
Yunara,Poppy,Kai'Sa,Alistar,1,1.0
Yunara,Poppy,Tristana,Alistar,1,1.0
Yunara,Poppy,Tristana,Lulu,1,1.0
Yunara,Poppy,Xayah,Rakan,1,1.0
Yunara,Pyke,Caitlyn,Bard,1,0.0
Yunara,Pyke,Caitlyn,Neeko,1,0.0
Yunara,Pyke,Jhin,Bard,1,1.0
Yunara,Pyke,Kai'Sa,Neeko,1,1.0
Yunara,Pyke,Lucian,Milio,1,1.0
Yunara,Pyke,Varus,Bard,1,1.0
Yunara,Pyke,Zeri,Lulu,1,1.0
Yunara,Rakan,Aphelios,Braum,1,0.0
Yunara,Rakan,Aphelios,Leona,1,1.0
Yunara,Rakan,Aphelios,Lulu,1,0.0
Yunara,Rakan,Caitlyn,Elise,1,0.0
Yunara,Rakan,Caitlyn,Karma,1,0.0
Yunara,Rakan,Corki,Rell,1,1.0
Yunara,Rakan,Corki,Zyra,1,1.0
Yunara,Rakan,Ezreal,Bard,1,1.0
Yunara,Rakan,Ezreal,Leona,1,1.0
Yunara,Rakan,Jinx,Lulu,1,1.0
Yunara,Rakan,Smolder,Karma,1,0.0
Yunara,Rakan,Varus,Leona,1,1.0
Yunara,Rakan,Varus,Poppy,1,1.0
Yunara,Rakan,Varus,Rell,1,0.0
Yunara,Rakan,Xayah,Bard,1,0.0
Yunara,Rakan,Yasuo,Neeko,1,0.0
Yunara,Rakan,Ziggs,Nautilus,1,1.0
Yunara,Rell,Aphelios,Braum,1,0.0
Yunara,Rell,Aphelios,Nautilus,1,0.0
Yunara,Rell,Aphelios,Poppy,1,1.0
Yunara,Rell,Aphelios,Rakan,1,0.0
Yunara,Rell,Ashe,Seraphine,1,1.0
Yunara,Rell,Caitlyn,Bard,1,1.0
Yunara,Rell,Corki,Alistar,1,0.0
Yunara,Rell,Corki,Nami,1,1.0
Yunara,Rell,Kai'Sa,Poppy,1,1.0
Yunara,Rell,Lucian,Nami,1,1.0
Yunara,Rell,Sivir,Neeko,1,1.0
Yunara,Rell,Smolder,Leona,1,1.0
Yunara,Rell,Tristana,Leona,1,1.0
Yunara,Rell,Varus,Alistar,1,1.0
Yunara,Rell,Varus,Bard,1,0.0
Yunara,Rell,Varus,Lulu,1,1.0
Yunara,Rell,Varus,Neeko,1,1.0
Yunara,Rell,Varus,Rakan,1,0.0
Yunara,Rell,Varus,Renata Glasc,1,1.0
Yunara,Rell,Xayah,Rakan,1,0.0
Yunara,Rell,Ziggs,Nautilus,1,1.0
Yunara,Renata Glasc,Sivir,Lulu,1,0.0
Yunara,Seraphine,Ashe,Bard,1,0.0
Yunara,Seraphine,Ashe,Nautilus,1,0.0
Yunara,Seraphine,Ashe,Pyke,1,0.0
Yunara,Seraphine,Kalista,Renata Glasc,1,0.0
Yunara,Seraphine,Xayah,Rell,1,0.0
Yunara,Soraka,Aphelios,Lulu,1,0.0
Yunara,Soraka,Caitlyn,Bard,1,0.0
Yunara,Soraka,Kai'Sa,Neeko,1,1.0
Yunara,Soraka,Sivir,Lulu,1,1.0
Yunara,Sylas,Caitlyn,Neeko,1,0.0
Yunara,Tahm Kench,Corki,Nautilus,1,0.0
Yunara,Taric,Corki,Rakan,1,0.0
Yunara,Thresh,Kai'Sa,Alistar,1,0.0
Yunara,Yuumi,Varus,Rakan,1,0.0
Yunara,Zaahen,Aphelios,Thresh,1,0.0
Zeri,Alistar,Ezreal,Leona,1,1.0
Zeri,Alistar,Lucian,Braum,1,1.0
Zeri,Alistar,Mel,Camille,1,0.0
Zeri,Alistar,Sivir,Milio,1,1.0
Zeri,Alistar,Varus,Rakan,1,1.0
Zeri,Bard,Ashe,Nautilus,1,1.0
Zeri,Bard,Corki,Rakan,1,1.0
Zeri,Bard,Sivir,Nautilus,1,1.0
Zeri,Braum,Ashe,Leona,1,0.0
Zeri,Braum,Senna,Nautilus,1,1.0
Zeri,Braum,Varus,Rell,1,0.0
Zeri,Camille,Ziggs,Leona,1,1.0
Zeri,Fiddlesticks,Miss Fortune,Bard,1,1.0
Zeri,Karma,Senna,Alistar,1,1.0
Zeri,Karma,Sivir,Rakan,1,0.0
Zeri,Leona,Hwei,Nautilus,1,0.0
Zeri,Lulu,Ezreal,Karma,1,1.0
Zeri,Lulu,Xayah,Neeko,1,0.0
Zeri,Lulu,Yunara,Nautilus,1,0.0
Zeri,Lulu,Yunara,Rakan,1,1.0
Zeri,Lulu,Yunara,Soraka,1,0.0
Zeri,Milio,Lucian,Nami,1,1.0
Zeri,Nautilus,Ezreal,Shen,1,1.0
Zeri,Nautilus,Sivir,Bard,1,1.0
Zeri,Nautilus,Sivir,Braum,1,1.0
Zeri,Neeko,Xayah,Rakan,1,0.0
Zeri,Pantheon,Senna,Nautilus,1,1.0
Zeri,Pyke,Senna,Tahm Kench,1,0.0
Zeri,Rakan,Ezreal,Karma,1,0.0
Zeri,Rakan,Jhin,Karma,1,0.0
Zeri,Rakan,Kai'Sa,Leona,1,1.0
Zeri,Rakan,Yunara,Shen,1,1.0
Zeri,Rell,Senna,Nautilus,1,1.0
Zeri,Rell,Sivir,Braum,1,1.0
Zeri,Yuumi,Ashe,Rell,1,0.0
Zeri,Yuumi,Corki,Poppy,1,0.0
Zeri,Yuumi,Ezreal,Karma,1,1.0
Zeri,Yuumi,Ezreal,Rell,1,1.0
Zeri,Yuumi,Miss Fortune,Neeko,1,0.0
Zeri,Yuumi,Sivir,Alistar,1,1.0
Zeri,Yuumi,Varus,Neeko,1,1.0
Zeri,Yuumi,Yunara,Karma,1,0.0
Zeri,Yuumi,Ziggs,Poppy,1,0.0
Ziggs,Alistar,Caitlyn,Neeko,1,0.0
Ziggs,Alistar,Cassiopeia,Camille,1,0.0
Ziggs,Alistar,Kalista,Renata Glasc,1,1.0
Ziggs,Alistar,Sivir,Neeko,1,0.0
Ziggs,Alistar,Varus,Leona,1,0.0
Ziggs,Alistar,Yunara,Lulu,1,1.0
Ziggs,Alistar,Zeri,Leona,1,1.0
Ziggs,Amumu,Caitlyn,Lux,1,1.0
Ziggs,Amumu,Ezreal,Karma,1,1.0
Ziggs,Bard,Caitlyn,Rakan,1,1.0
Ziggs,Bard,Varus,Leona,1,1.0
Ziggs,Blitzcrank,Lucian,Alistar,1,0.0
Ziggs,Blitzcrank,Yunara,Lulu,1,1.0
Ziggs,Camille,Ashe,Seraphine,1,0.0
Ziggs,Camille,Cassiopeia,Leona,1,0.0
Ziggs,Camille,Cassiopeia,Rell,1,1.0
Ziggs,Camille,Ezreal,Karma,1,1.0
Ziggs,Camille,Ezreal,Poppy,1,1.0
Ziggs,Camille,Ezreal,Rell,1,1.0
Ziggs,Camille,Kai'Sa,Leona,1,1.0
Ziggs,Camille,Kai'Sa,Shen,1,0.0
Ziggs,Camille,Lucian,Shen,1,0.0
Ziggs,Camille,Mel,Nautilus,1,1.0
Ziggs,Camille,Seraphine,Nautilus,1,1.0
Ziggs,Camille,Sivir,Nautilus,1,1.0
Ziggs,Camille,Syndra,Shen,1,0.0
Ziggs,Elise,Caitlyn,Nami,1,0.0
Ziggs,Leona,Aphelios,Bard,1,1.0
Ziggs,Leona,Caitlyn,Braum,1,0.0
Ziggs,Leona,Ezreal,Alistar,1,0.0
Ziggs,Leona,Kai'Sa,Camille,1,0.0
Ziggs,Leona,Sivir,Bard,1,1.0
Ziggs,Leona,Sivir,Camille,1,1.0
Ziggs,Leona,Taliyah,Shen,1,1.0
Ziggs,Leona,Viktor,Camille,1,0.0
Ziggs,Leona,Yunara,Neeko,1,0.0
Ziggs,Maokai,Kalista,Leona,1,0.0
Ziggs,Nami,Caitlyn,Bard,1,1.0
Ziggs,Nautilus,Caitlyn,Tahm Kench,1,1.0
Ziggs,Nautilus,Ezreal,Bard,1,1.0
Ziggs,Nautilus,Ezreal,Leona,1,1.0
Ziggs,Nautilus,Ezreal,Rell,1,0.0
Ziggs,Nautilus,Miss Fortune,Neeko,1,1.0
Ziggs,Nautilus,Senna,Leona,1,1.0
Ziggs,Nautilus,Seraphine,Alistar,1,0.0
Ziggs,Nautilus,Sivir,Pyke,1,0.0
Ziggs,Nautilus,Varus,Leona,1,1.0
Ziggs,Nautilus,Zeri,Rakan,1,1.0
Ziggs,Pantheon,Jhin,Leona,1,0.0
Ziggs,Pantheon,Tristana,Rakan,1,0.0
Ziggs,Poppy,Ezreal,Rell,1,0.0
Ziggs,Poppy,Tristana,Leona,1,0.0
Ziggs,Pyke,Ezreal,Rakan,1,1.0
Ziggs,Pyke,Ezreal,Rell,1,1.0
Ziggs,Pyke,Sivir,Bard,1,1.0
Ziggs,Pyke,Yunara,Lulu,1,0.0
Ziggs,Rakan,Aphelios,Lulu,1,0.0
Ziggs,Rakan,Ashe,Braum,1,0.0
Ziggs,Rakan,Kai'Sa,Neeko,1,1.0
Ziggs,Rakan,Kalista,Renata Glasc,1,1.0
Ziggs,Rell,Aphelios,Leona,1,0.0
Ziggs,Rell,Caitlyn,Bard,1,0.0
Ziggs,Rell,Caitlyn,Elise,1,1.0
Ziggs,Rell,Caitlyn,Neeko,1,1.0
Ziggs,Rell,Corki,Rakan,1,0.0
Ziggs,Rell,Ezreal,Shen,1,1.0
Ziggs,Rell,Kalista,Renata Glasc,1,0.0
Ziggs,Rell,Miss Fortune,Leona,1,1.0
Ziggs,Rell,Senna,Nautilus,1,1.0
Ziggs,Rell,Seraphine,Alistar,1,1.0
Ziggs,Rell,Sivir,Nautilus,1,1.0
Ziggs,Shen,Ezreal,Rell,1,1.0
Ziggs,Shen,Jhin,Camille,1,0.0
Ziggs,Shen,Kai'Sa,Poppy,1,0.0
Ziggs,Shen,Kai'Sa,Rakan,1,1.0
